scan_date,project_key,branch,type,severity,file,line,message,rule,status,effort,debt,tags
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MINOR,src/config/DatabaseConfig.java,428,Optional.get() called without isPresent() check,java:S3655,REOPENED,25min,25min,"bug,null-pointer"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,VULNERABILITY,CRITICAL,src/config/DatabaseConfig.java,799,HTTP response splitting vulnerability in header value,java:S5131,OPEN,56min,56min,"security,injection"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MINOR,src/api/AttributeController.java,856,Condition always evaluates to true (dead branch),java:S2583,OPEN,28min,28min,bug
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,VULNERABILITY,CRITICAL,src/auth/JwtAuthFilter.java,505,HTTP response splitting vulnerability in header value,java:S5131,OPEN,42min,42min,"security,injection"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MINOR,src/enrichment/ImageProcessingService.java,524,StringBuilder in loop creates unnecessary object churn,java:S1643,REOPENED,5min,5min,performance
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,CRITICAL,src/search/ElasticSearchService.java,13,Resource leak: InputStream opened but never closed,java:S2095,OPEN,42min,42min,"bug,resource-leak"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MINOR,src/auth/JwtAuthFilter.java,141,Magic number 86400 should be extracted as a named constant,java:S109,OPEN,9min,9min,maintainability
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MINOR,src/auth/UserService.java,424,Optional.get() called without isPresent() check,java:S3655,OPEN,15min,15min,"bug,null-pointer"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MINOR,src/util/StringSanitizer.java,319,Optional.get() called without isPresent() check,java:S3655,CONFIRMED,11min,11min,"bug,null-pointer"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,CRITICAL,src/pricing/PricingCalculator.java,536,NullPointerException risk: return value of getProduct() not checked,java:S2259,OPEN,28min,28min,"bug,null-pointer"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MINOR,src/enrichment/AiEnrichmentService.java,800,TODO comment should be resolved before merging,java:S1135,CONFIRMED,8min,8min,maintainability
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MAJOR,src/util/DateUtils.java,374,Integer overflow risk in price calculation,java:S2184,CONFIRMED,34min,34min,"bug,numeric"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MINOR,src/search/ElasticSearchService.java,189,Magic number 86400 should be extracted as a named constant,java:S109,OPEN,23min,23min,maintainability
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MINOR,src/api/CategoryController.java,657,Magic number 86400 should be extracted as a named constant,java:S109,OPEN,8min,8min,maintainability
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MAJOR,src/util/StringSanitizer.java,289,Duplicate code block found in 4 locations,java:S1192,OPEN,51min,51min,"maintainability,duplication"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,INFO,src/export/PdfExportService.java,753,Missing Javadoc on public API method,java:S1176,OPEN,19min,19min,convention
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MAJOR,src/catalog/ProductRepository.java,378,Race condition in cache invalidation — shared state not synchronized,java:S2276,OPEN,39min,39min,"bug,concurrency"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MAJOR,src/catalog/CategoryService.java,593,Incorrect equals() implementation breaks Set deduplication,java:S2162,CONFIRMED,25min,25min,bug
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,VULNERABILITY,MINOR,src/search/ElasticSearchService.java,653,Weak hash algorithm MD5 used for product fingerprinting,java:S4790,OPEN,29min,29min,"security,cryptography"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,VULNERABILITY,CRITICAL,src/auth/UserService.java,435,HTTP response splitting vulnerability in header value,java:S5131,OPEN,54min,54min,"security,injection"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MAJOR,src/api/CategoryController.java,810,Race condition in cache invalidation — shared state not synchronized,java:S2276,OPEN,38min,38min,"bug,concurrency"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MINOR,src/notification/EmailService.java,217,Optional.get() called without isPresent() check,java:S3655,REOPENED,12min,12min,"bug,null-pointer"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MAJOR,src/model/Variant.java,207,@Transactional annotation ignored on private method,java:S2229,OPEN,36min,36min,"bug,spring"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MAJOR,src/pricing/PricingCalculator.java,370,@Transactional annotation ignored on private method,java:S2229,OPEN,43min,43min,"bug,spring"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MINOR,src/model/Category.java,501,StringBuilder in loop creates unnecessary object churn,java:S1643,OPEN,19min,19min,performance
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MAJOR,src/model/Product.java,370,Deprecated API usage: HttpServletResponse.encodeUrl(),java:S1874,REOPENED,28min,28min,"maintainability,deprecated"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MAJOR,src/catalog/CategoryService.java,144,Method has cognitive complexity of 32 (threshold: 15),java:S3776,OPEN,60min,1h 0min,maintainability
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MAJOR,src/search/ElasticSearchService.java,500,Integer overflow risk in price calculation,java:S2184,OPEN,21min,21min,"bug,numeric"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MAJOR,src/model/Product.java,820,Integer overflow risk in price calculation,java:S2184,OPEN,29min,29min,"bug,numeric"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MINOR,src/export/PdfExportService.java,261,Unused private field 'tempCache' should be removed,java:S1068,OPEN,9min,9min,maintainability
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,VULNERABILITY,MAJOR,src/util/DateUtils.java,744,Deserialization of user-controlled data without validation,java:S4508,OPEN,64min,1h 4min,"security,deserialization"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MAJOR,src/sync/ExternalSyncJob.java,64,Integer overflow risk in price calculation,java:S2184,OPEN,29min,29min,"bug,numeric"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MAJOR,src/batch/ProductImportJob.java,229,Method has cognitive complexity of 32 (threshold: 15),java:S3776,OPEN,52min,52min,maintainability
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,INFO,src/sync/ExternalSyncJob.java,274,Missing Javadoc on public API method,java:S1176,OPEN,11min,11min,convention
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,VULNERABILITY,MAJOR,src/api/ProductController.java,88,JWT token validated without expiry check,java:S5659,OPEN,52min,52min,"security,auth"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MINOR,src/export/PdfExportService.java,406,Magic number 86400 should be extracted as a named constant,java:S109,CONFIRMED,24min,24min,maintainability
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MINOR,src/search/ElasticSearchService.java,579,Optional.get() called without isPresent() check,java:S3655,OPEN,15min,15min,"bug,null-pointer"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,VULNERABILITY,MAJOR,src/api/ProductController.java,120,Deserialization of user-controlled data without validation,java:S4508,OPEN,62min,1h 2min,"security,deserialization"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MINOR,src/api/AttributeController.java,488,Optional.get() called without isPresent() check,java:S3655,OPEN,19min,19min,"bug,null-pointer"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,VULNERABILITY,MAJOR,src/pricing/PricingCalculator.java,15,Deserialization of user-controlled data without validation,java:S4508,REOPENED,73min,1h 13min,"security,deserialization"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,VULNERABILITY,MAJOR,src/notification/EmailService.java,788,JWT token validated without expiry check,java:S5659,OPEN,41min,41min,"security,auth"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MAJOR,src/enrichment/ImageProcessingService.java,55,Thread-unsafe static field modified in multi-threaded context,java:S2885,OPEN,49min,49min,"bug,multi-threading"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,VULNERABILITY,MAJOR,src/model/Variant.java,139,JWT token validated without expiry check,java:S5659,CONFIRMED,37min,37min,"security,auth"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,VULNERABILITY,MAJOR,src/config/SecurityConfig.java,580,JWT token validated without expiry check,java:S5659,OPEN,53min,53min,"security,auth"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,VULNERABILITY,MAJOR,src/auth/JwtAuthFilter.java,844,JWT token validated without expiry check,java:S5659,REOPENED,41min,41min,"security,auth"
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MAJOR,src/auth/JwtAuthFilter.java,360,Method has cognitive complexity of 32 (threshold: 15),java:S3776,OPEN,52min,52min,maintainability
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,CODE_SMELL,MAJOR,src/notification/EmailService.java,35,Class has 847 lines of code (threshold: 600),java:S2972,OPEN,61min,1h 1min,maintainability
2024-09-30T08:30:00Z,syngenta-pim-core,feature/bulk-import,BUG,MAJOR,src/export/PdfExportService.java,273,Integer overflow risk in price calculation,java:S2184,OPEN,16min,16min,"bug,numeric"
